@relation 'HR_comma_sep-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,10,9-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,10'

@attribute satisfaction_level numeric
@attribute last_evaluation numeric
@attribute average_montly_hours numeric
@attribute time_spend_company numeric
@attribute Work_accident {0,1}
@attribute promotion_last_5years {0,1}
@attribute number_project numeric
@attribute salary {low,medium,high}
@attribute sales {sales,accounting,hr,technical,support,management,IT,product_mng,marketing,RandD}
@attribute left {0,1}

@data
0.45,0.6,176,4,0,0,6,medium,sales,0
0.76,0.6,177,2,0,0,4,low,support,0
0.5,0.6,177,3,1,0,2,medium,IT,0
0.13,0.6,178,5,0,0,3,low,support,0
0.85,0.6,178,2,0,0,5,medium,technical,0
0.66,0.6,179,4,0,0,3,low,support,0
0.92,0.6,179,2,0,0,3,low,IT,0
0.92,0.6,179,2,0,0,3,low,IT,0
0.81,0.6,179,3,0,0,4,medium,product_mng,0
0.55,0.6,180,4,0,0,3,medium,technical,1
0.55,0.6,180,4,0,0,3,medium,technical,1
0.55,0.6,180,4,0,0,3,medium,technical,1
0.85,0.6,182,3,0,0,3,medium,IT,0
0.6,0.6,182,3,0,0,4,medium,support,0
0.96,0.6,182,5,0,0,5,medium,sales,0
0.7,0.6,183,3,0,0,3,low,sales,0
0.93,0.6,184,3,0,0,4,medium,sales,0
0.96,0.6,185,3,0,0,4,medium,marketing,0
0.84,0.6,186,3,1,0,3,medium,support,0
0.75,0.6,186,10,1,0,4,low,marketing,0
0.75,0.6,186,10,1,0,4,low,marketing,0
0.7,0.6,187,2,0,0,3,high,product_mng,0
0.42,0.6,188,3,0,0,2,medium,product_mng,0
0.93,0.6,188,3,0,0,3,high,marketing,0
0.93,0.6,188,3,0,0,3,high,marketing,0
0.15,0.6,188,7,0,0,5,medium,sales,0
0.15,0.6,188,7,0,0,5,medium,sales,0
0.38,0.6,190,2,0,0,4,low,technical,0
0.98,0.6,191,3,0,0,4,low,IT,0
0.49,0.6,191,3,1,0,3,high,RandD,0
0.68,0.6,192,6,0,0,2,low,support,0
0.94,0.6,193,3,0,0,3,low,sales,0
0.12,0.6,194,4,0,0,2,medium,technical,0
0.24,0.6,194,6,0,0,2,medium,IT,0
0.24,0.6,195,5,0,0,4,medium,sales,0
0.64,0.6,196,3,0,0,3,low,sales,0
0.6,0.6,197,3,0,0,4,medium,management,0
0.92,0.6,198,2,0,0,3,medium,sales,0
0.19,0.6,198,4,0,0,5,high,support,0
0.5,0.6,199,2,0,0,4,low,technical,0
0.65,0.6,200,4,0,0,4,low,RandD,0
0.5,0.6,200,2,0,1,4,medium,support,0
0.6,0.6,201,3,0,0,4,high,RandD,0
0.57,0.6,202,3,0,0,3,medium,technical,0
0.22,0.6,205,6,1,0,3,low,sales,0
0.27,0.6,205,5,1,0,6,low,technical,0
0.78,0.6,206,2,0,0,2,low,marketing,0
0.78,0.6,206,3,0,0,4,medium,sales,0
0.78,0.6,206,3,0,0,4,medium,sales,0
0.71,0.6,208,3,0,0,4,high,accounting,0
0.7,0.6,208,3,0,0,5,medium,management,0
0.7,0.6,208,3,0,0,5,medium,management,0
0.88,0.6,208,7,0,1,4,high,management,0
0.88,0.6,208,7,0,1,4,high,management,0
0.54,0.6,209,2,0,0,3,low,support,0
0.67,0.6,209,2,0,0,4,low,technical,0
0.99,0.6,209,8,1,0,4,medium,IT,0
0.99,0.6,209,8,1,0,4,medium,IT,0
0.66,0.6,210,2,0,0,3,low,sales,0
0.66,0.6,210,2,0,0,3,low,sales,0
0.67,0.6,210,3,0,0,4,low,support,0
0.8,0.6,212,3,0,0,3,high,sales,0
0.49,0.6,214,2,0,0,3,low,sales,0
0.59,0.6,214,2,1,0,3,low,product_mng,0
0.59,0.6,214,2,1,0,3,low,product_mng,0
0.94,0.6,215,2,1,0,4,medium,IT,0
0.5,0.6,216,3,0,0,5,medium,sales,0
0.8,0.6,217,3,0,0,5,high,management,0
0.8,0.6,217,3,0,0,5,high,management,0
0.57,0.6,218,3,0,0,3,low,sales,0
0.85,0.6,218,3,0,0,3,low,management,0
0.65,0.6,218,4,0,0,3,medium,RandD,0
0.6,0.6,221,2,0,0,3,medium,RandD,0
0.58,0.6,222,3,0,0,4,medium,technical,0
0.73,0.6,222,3,0,0,4,medium,technical,0
0.79,0.6,223,3,0,0,5,low,sales,0
0.7,0.6,224,3,0,0,3,medium,support,0
0.88,0.6,224,2,0,0,4,low,sales,0
0.73,0.6,224,3,0,0,4,medium,sales,0
0.65,0.6,227,3,0,0,5,low,RandD,0
0.86,0.6,229,2,1,0,3,low,support,0
0.48,0.6,230,3,0,0,4,medium,product_mng,0
0.78,0.6,232,2,0,0,3,low,sales,0
0.74,0.6,232,3,0,0,3,low,IT,0
0.82,0.6,232,2,0,0,5,medium,technical,0
0.8,0.6,234,2,0,0,5,low,IT,0
0.79,0.6,235,2,0,0,5,medium,IT,0
0.91,0.6,235,4,1,0,4,low,marketing,0
0.91,0.6,235,4,1,0,4,low,marketing,0
0.92,0.6,236,3,1,1,5,medium,sales,0
0.92,0.6,236,3,1,1,5,medium,sales,0
0.35,0.6,239,5,0,0,5,medium,support,0
0.6,0.6,242,3,0,0,3,medium,technical,0
0.6,0.6,242,3,0,0,3,medium,technical,0
0.51,0.6,243,5,0,0,7,medium,technical,1
0.76,0.6,244,3,1,0,5,low,technical,0
0.8,0.6,247,2,0,0,3,medium,sales,0
0.53,0.6,247,3,0,0,5,low,technical,0
0.57,0.6,248,4,0,0,4,low,IT,0
0.98,0.6,249,3,0,0,2,low,technical,0
0.21,0.6,249,4,0,0,5,medium,sales,0
0.84,0.6,250,3,1,0,3,low,RandD,0
0.84,0.6,250,3,1,0,3,low,RandD,0
0.71,0.6,251,3,0,0,2,low,support,0
0.85,0.6,251,2,0,0,3,low,sales,0
0.9,0.6,252,3,0,0,4,low,support,0
0.73,0.6,252,4,1,0,3,low,sales,0
0.67,0.6,253,6,0,0,5,medium,sales,0
0.67,0.6,253,6,0,0,5,medium,sales,0
0.61,0.6,255,2,0,0,3,medium,RandD,0
0.61,0.6,255,2,0,0,3,medium,RandD,0
0.85,0.6,255,4,0,0,4,low,hr,0
0.9,0.6,255,4,1,0,3,low,marketing,0
0.85,0.6,257,3,0,0,4,medium,technical,0
0.6,0.6,258,3,0,0,3,low,sales,0
0.63,0.6,258,3,0,0,4,medium,sales,0
0.63,0.6,258,3,0,0,4,medium,sales,0
0.99,0.6,259,4,0,0,4,low,technical,0
1,0.6,261,3,0,0,4,low,technical,0
0.2,0.6,261,8,0,0,5,medium,sales,0
0.2,0.6,261,8,0,0,5,medium,sales,0
0.82,0.6,261,2,1,0,3,medium,IT,0
0.99,0.6,262,2,0,0,3,low,marketing,0
0.66,0.6,262,2,1,0,3,low,IT,0
0.47,0.6,263,5,0,0,4,low,RandD,0
0.49,0.6,264,2,1,0,4,low,product_mng,0
0.49,0.6,264,2,1,0,4,low,product_mng,0
0.64,0.6,265,4,0,0,3,low,sales,0
0.64,0.6,265,4,0,0,3,low,sales,0
1,0.6,265,4,0,0,4,low,technical,0
0.72,0.6,265,2,1,0,3,high,sales,0
0.7,0.6,266,2,0,0,3,high,technical,0
0.7,0.6,267,3,0,0,3,medium,support,0
0.9,0.6,268,3,0,0,3,low,sales,0
0.96,0.6,269,2,0,0,5,medium,technical,0
0.5,0.6,270,3,1,0,3,medium,management,0
0.93,0.6,271,3,0,0,4,low,accounting,0
0.55,0.6,271,3,1,0,5,medium,RandD,0
0.74,0.6,274,10,1,0,4,medium,management,0
0.74,0.6,274,10,1,0,4,medium,management,0
0.94,0.6,278,2,0,0,5,low,technical,0
0.76,0.6,279,2,0,0,5,medium,sales,0
0.32,0.6,280,4,0,0,2,low,technical,1
0.79,0.61,96,4,0,0,5,medium,marketing,0
0.31,0.61,97,2,0,0,4,low,support,0
0.62,0.61,103,4,0,0,6,medium,product_mng,0
0.6,0.61,104,5,0,0,3,medium,IT,0
0.57,0.61,112,5,0,0,3,medium,IT,0
0.54,0.61,118,5,0,0,4,low,support,0
0.54,0.61,118,5,0,0,4,low,support,0
0.63,0.61,118,2,0,0,6,low,IT,0
0.48,0.61,121,2,0,0,2,medium,RandD,0
0.19,0.61,127,8,0,0,4,low,sales,0
0.19,0.61,127,8,0,0,4,low,sales,0
0.49,0.61,133,3,0,0,5,low,technical,0
0.68,0.61,134,4,0,0,3,medium,sales,0
0.5,0.61,135,3,0,0,4,medium,accounting,0
0.91,0.61,135,10,0,0,4,medium,accounting,0
0.91,0.61,135,10,0,0,4,medium,accounting,0
0.64,0.61,136,3,0,0,4,high,sales,0
0.79,0.61,136,3,0,0,4,medium,accounting,0
0.3,0.61,138,5,0,0,3,medium,sales,0
0.94,0.61,140,2,0,0,3,medium,support,0
0.94,0.61,140,2,0,0,3,medium,support,0
0.96,0.61,140,3,0,0,3,low,marketing,0
0.67,0.61,140,2,0,0,4,low,sales,0
0.6,0.61,140,4,0,0,4,medium,sales,0
0.69,0.61,141,3,0,0,2,medium,technical,0
0.76,0.61,141,2,0,0,3,medium,sales,0
0.59,0.61,141,2,1,0,4,medium,hr,0
0.81,0.61,142,4,0,0,4,low,sales,0
0.92,0.61,143,8,0,0,4,low,sales,0
0.92,0.61,143,8,0,0,4,low,sales,0
0.64,0.61,143,2,1,0,4,high,support,0
0.67,0.61,145,4,0,0,4,low,hr,0
0.48,0.61,146,3,0,0,3,medium,marketing,0
0.77,0.61,146,3,0,0,5,low,support,0
0.15,0.61,146,6,1,0,3,medium,technical,0
0.44,0.61,147,4,0,0,3,low,RandD,0
0.68,0.61,147,3,0,0,4,medium,accounting,0
0.22,0.61,148,5,0,0,3,medium,sales,0
0.22,0.61,148,5,0,0,3,medium,sales,0
0.78,0.61,148,2,0,0,3,medium,sales,0
0.53,0.61,148,10,0,0,3,high,management,0
0.53,0.61,148,10,0,0,3,high,management,0
0.49,0.61,148,2,1,0,3,low,RandD,0
0.22,0.61,150,6,0,0,4,medium,management,0
0.54,0.61,151,4,1,0,4,medium,support,0
0.54,0.61,152,3,0,0,3,medium,sales,0
0.64,0.61,153,2,0,0,2,low,IT,0
0.99,0.61,154,3,0,0,3,medium,sales,0
0.17,0.61,154,10,1,0,6,medium,sales,0
0.17,0.61,154,10,1,0,6,medium,sales,0
0.66,0.61,156,3,1,0,3,medium,technical,0
0.96,0.61,158,6,0,0,4,medium,technical,0
0.93,0.61,158,3,0,0,5,medium,management,0
0.93,0.61,158,3,0,0,5,medium,management,0
0.57,0.61,158,5,0,0,4,medium,support,1
0.21,0.61,159,5,1,0,6,medium,accounting,0
0.87,0.61,162,2,0,0,3,low,RandD,0
0.87,0.61,162,2,0,0,3,low,RandD,0
0.79,0.61,162,2,0,0,4,medium,sales,0
0.52,0.61,162,3,0,0,5,high,marketing,0
0.33,0.61,163,3,0,0,2,medium,technical,0
0.52,0.61,163,2,0,0,4,low,technical,0
0.7,0.61,163,4,1,0,4,low,sales,0
0.95,0.61,164,3,0,0,3,medium,RandD,0
0.4,0.61,165,2,0,0,3,low,RandD,0
0.97,0.61,165,2,0,0,3,low,RandD,0
0.93,0.61,166,3,0,0,3,medium,sales,0
0.36,0.61,166,4,0,0,4,low,technical,0
0.99,0.61,167,3,0,0,3,medium,sales,0
0.65,0.61,167,8,0,0,5,low,sales,0
0.65,0.61,167,8,0,0,5,low,sales,0
0.97,0.61,167,3,0,1,4,high,accounting,0
0.57,0.61,167,2,1,0,3,low,IT,0
0.6,0.61,170,3,0,0,4,low,accounting,0
0.72,0.61,170,3,0,0,5,medium,technical,0
0.62,0.61,171,3,0,0,3,medium,support,0
0.63,0.61,171,3,0,0,4,low,sales,0
0.63,0.61,171,3,0,0,4,low,sales,0
0.16,0.61,171,6,0,0,4,medium,IT,0
0.16,0.61,171,6,0,0,4,medium,IT,0
0.76,0.61,172,2,0,0,4,low,marketing,0
0.12,0.61,172,6,0,0,6,high,RandD,0
0.21,0.61,173,2,0,0,3,low,RandD,0
0.79,0.61,173,2,0,0,4,low,product_mng,0
0.79,0.61,173,2,0,0,4,low,product_mng,0
0.75,0.61,173,4,0,0,5,low,sales,0
0.18,0.61,174,6,0,0,5,medium,sales,0
0.18,0.61,174,6,0,0,5,medium,sales,0
0.89,0.61,175,4,0,0,3,medium,sales,0
0.72,0.61,175,3,0,0,3,high,sales,0
0.72,0.61,175,3,0,0,3,high,sales,0
0.91,0.61,176,3,0,0,4,low,sales,0
0.81,0.61,176,5,0,1,2,low,marketing,0
0.81,0.61,176,5,0,1,2,low,marketing,0
0.88,0.61,177,4,1,0,4,low,support,0
0.88,0.61,177,4,1,0,4,low,support,0
1,0.61,178,3,0,0,5,medium,technical,0
0.77,0.61,178,2,1,0,4,high,support,0
0.45,0.61,179,5,0,0,5,low,hr,0
0.49,0.61,181,3,0,0,3,medium,product_mng,0
0.86,0.61,181,4,0,0,4,low,technical,0
0.77,0.61,181,2,0,0,4,low,support,0
0.54,0.61,182,2,0,0,3,low,sales,0
0.53,0.61,182,3,0,0,4,low,technical,0
0.9,0.61,185,3,0,0,3,medium,marketing,0
0.41,0.61,185,2,1,0,3,medium,sales,0
0.37,0.61,186,2,0,0,3,low,IT,0
0.63,0.61,186,10,0,0,5,low,technical,0
0.63,0.61,186,10,0,0,5,low,technical,0
0.52,0.61,187,4,1,0,4,medium,sales,0
0.52,0.61,187,4,1,0,4,medium,sales,0
1,0.61,188,4,0,0,3,low,product_mng,0
0.57,0.61,189,2,1,0,2,high,technical,0
0.64,0.61,191,4,0,0,4,low,IT,0
0.57,0.61,191,4,0,0,5,medium,sales,0
0.58,0.61,191,3,1,0,2,low,management,0
0.6,0.61,191,2,1,0,5,high,technical,0
0.6,0.61,191,2,1,0,5,high,technical,0
0.78,0.61,193,3,0,0,3,medium,sales,0
0.86,0.61,193,2,0,0,4,high,support,0
0.86,0.61,193,2,0,0,4,high,support,0
0.6,0.61,195,3,0,0,3,medium,sales,0
0.99,0.61,196,3,0,0,5,medium,technical,0
0.49,0.61,196,3,0,0,5,medium,support,0
1,0.61,198,2,0,0,4,low,management,0
0.53,0.61,198,2,0,0,4,low,product_mng,0
0.13,0.61,198,5,0,0,5,medium,sales,0
0.13,0.61,198,5,0,0,5,medium,sales,0
0.71,0.61,198,2,1,0,2,low,marketing,0
0.94,0.61,199,3,0,0,4,low,sales,0
0.96,0.61,199,3,0,0,4,low,sales,0
0.58,0.61,200,3,0,0,4,low,technical,0
0.67,0.61,202,2,0,0,3,medium,technical,0
0.84,0.61,202,3,0,0,5,high,support,0
0.52,0.61,203,3,0,0,3,high,sales,0
0.58,0.61,205,2,0,0,3,medium,technical,0
0.63,0.61,205,2,0,0,3,medium,marketing,0
0.93,0.61,205,3,0,0,4,low,technical,0
0.97,0.61,208,3,0,0,3,medium,technical,0
0.55,0.61,209,3,0,0,3,low,technical,0
0.6,0.61,209,3,0,0,4,low,accounting,0
0.59,0.61,210,2,0,0,3,medium,sales,0
0.58,0.61,210,3,0,0,4,medium,sales,0
0.89,0.61,211,2,0,0,3,low,support,0
0.27,0.61,213,6,0,0,3,low,sales,0
0.71,0.61,216,2,0,0,2,medium,product_mng,0
0.64,0.61,221,3,0,0,3,low,accounting,0
0.86,0.61,221,2,0,0,4,medium,marketing,0
0.73,0.61,222,3,0,0,5,high,sales,0
0.77,0.61,223,3,0,0,4,medium,marketing,0
0.48,0.61,223,3,1,0,3,medium,support,0
0.56,0.61,224,3,0,0,3,low,management,0
0.95,0.61,224,2,1,0,3,low,support,0
0.95,0.61,224,2,1,0,3,low,support,0
0.98,0.61,226,2,0,0,3,low,hr,0
0.78,0.61,227,3,0,0,3,medium,hr,0
0.68,0.61,227,3,0,0,4,medium,technical,0
0.79,0.61,227,2,0,1,4,high,sales,0
0.79,0.61,227,2,0,1,4,high,sales,0
0.92,0.61,228,2,0,0,2,low,sales,0
0.74,0.61,228,2,1,0,3,low,IT,0
0.82,0.61,229,2,0,0,3,medium,sales,0
0.69,0.61,229,3,0,0,5,medium,technical,0
0.44,0.61,230,6,0,0,5,low,marketing,0
0.44,0.61,230,6,0,0,5,low,marketing,0
0.74,0.61,231,2,0,0,3,medium,support,0
0.81,0.61,231,2,0,0,5,medium,RandD,0
0.49,0.61,232,3,1,0,4,medium,technical,0
0.63,0.61,234,3,1,0,3,medium,technical,0
0.88,0.61,236,3,0,0,3,medium,hr,0
0.68,0.61,236,3,0,0,6,medium,sales,0
0.22,0.61,237,5,0,0,6,high,marketing,0
0.98,0.61,239,3,0,0,5,low,IT,0
0.61,0.61,239,2,0,1,4,high,hr,0
0.49,0.61,240,3,0,0,3,medium,sales,0
0.17,0.61,241,5,1,0,3,low,technical,0
0.57,0.61,243,3,0,0,3,medium,IT,0
0.91,0.61,243,2,1,0,4,low,accounting,0
0.61,0.61,246,2,0,0,4,low,accounting,0
0.61,0.61,246,2,0,0,4,low,accounting,0
0.83,0.61,246,3,0,0,5,medium,support,0
0.64,0.61,249,3,1,0,5,medium,support,0
0.56,0.61,250,2,0,0,3,high,support,0
0.48,0.61,251,3,0,0,3,medium,support,0
0.48,0.61,251,3,0,0,3,medium,support,0
0.67,0.61,251,2,0,0,3,low,marketing,0
0.51,0.61,251,2,1,0,4,low,support,0
0.92,0.61,252,2,0,0,4,medium,support,0
0.24,0.61,252,4,0,0,5,medium,technical,0
0.84,0.61,253,2,0,0,3,medium,sales,0
0.99,0.61,254,3,0,0,3,medium,marketing,0
0.57,0.61,254,5,0,0,5,low,marketing,0
0.91,0.61,255,3,0,0,3,medium,accounting,0
0.78,0.61,257,3,0,0,3,medium,support,0
0.83,0.61,257,2,0,0,5,low,hr,0
0.12,0.61,257,3,0,0,6,medium,sales,0
0.12,0.61,257,3,0,0,6,medium,sales,0
0.66,0.61,259,3,0,0,5,high,technical,0
0.66,0.61,260,3,0,0,3,low,IT,0
0.69,0.61,260,4,0,0,4,medium,technical,0
0.78,0.61,260,2,0,0,5,medium,accounting,0
0.73,0.61,260,2,1,0,4,low,sales,0
0.73,0.61,260,2,1,0,4,low,sales,0
0.68,0.61,261,5,0,0,3,medium,sales,0
0.84,0.61,261,2,0,0,4,high,accounting,0
0.91,0.61,262,3,0,0,3,low,technical,0
0.83,0.61,262,4,0,0,4,low,accounting,0
0.97,0.61,262,3,1,1,4,medium,marketing,0
0.97,0.61,262,3,1,1,4,medium,marketing,0
0.75,0.61,263,3,0,0,3,low,sales,0
0.75,0.61,263,3,0,0,3,low,sales,0
0.64,0.61,263,3,0,0,3,low,support,0
0.66,0.61,263,4,0,0,4,medium,sales,0
0.54,0.61,264,3,0,0,2,medium,sales,0
1,0.61,264,3,0,0,5,medium,RandD,0
0.86,0.61,265,3,0,0,5,low,support,0
0.98,0.61,265,2,1,0,4,medium,technical,0
0.62,0.61,266,2,0,0,3,high,management,0
0.62,0.61,266,2,0,0,3,high,management,0
0.95,0.61,267,2,0,0,3,low,RandD,0
0.78,0.61,268,3,0,0,4,medium,sales,0
0.16,0.61,269,2,0,0,6,high,accounting,0
0.16,0.61,269,2,0,0,6,high,accounting,0
1,0.61,270,3,0,0,6,low,sales,0
0.96,0.61,271,2,0,0,3,medium,hr,0
0.68,0.61,271,2,0,0,5,high,IT,0
0.91,0.61,272,2,0,0,2,low,sales,0
0.19,0.61,272,4,0,0,3,low,sales,0
0.98,0.61,272,3,0,0,3,medium,sales,0
0.75,0.61,272,2,0,0,4,low,technical,0
0.55,0.61,272,4,1,0,4,low,marketing,0
0.6,0.61,275,2,0,0,2,low,sales,0
0.13,0.61,283,5,0,0,6,medium,sales,0
0.14,0.61,291,5,0,0,6,medium,hr,1
0.81,0.62,100,3,0,0,3,low,sales,0
0.51,0.62,110,3,0,0,3,low,support,0
0.7,0.62,110,3,0,0,3,low,product_mng,0
0.7,0.62,110,3,0,0,3,low,product_mng,0
0.36,0.62,111,6,0,0,4,low,IT,0
0.33,0.62,113,6,0,0,4,medium,sales,0
0.97,0.62,118,2,0,0,6,low,accounting,0
0.97,0.62,118,2,0,0,6,low,accounting,0
0.34,0.62,119,2,0,0,3,low,technical,0
0.4,0.62,127,5,0,0,4,low,accounting,0
0.4,0.62,127,5,0,0,4,low,accounting,0
0.96,0.62,128,5,0,0,5,low,support,0
0.45,0.62,129,5,0,0,6,low,support,0
0.99,0.62,133,3,0,0,5,medium,technical,0
0.73,0.62,134,3,0,0,5,high,IT,0
0.6,0.62,135,2,0,0,3,medium,sales,0
0.31,0.62,135,5,0,0,6,low,support,1
0.31,0.62,135,5,0,0,6,low,support,1
0.31,0.62,135,5,0,0,6,low,support,1
0.6,0.62,135,2,1,0,4,medium,sales,0
0.62,0.62,136,2,0,0,4,medium,sales,0
0.27,0.62,136,3,0,0,6,high,sales,0
0.84,0.62,138,3,0,0,4,low,technical,0
0.88,0.62,138,3,0,0,4,medium,technical,0
0.31,0.62,139,3,0,0,2,medium,technical,0
0.98,0.62,140,4,0,0,3,low,marketing,0
0.99,0.62,140,2,1,0,4,low,support,0
0.61,0.62,140,3,1,0,4,medium,support,0
0.54,0.62,141,2,0,0,2,medium,technical,0
0.63,0.62,141,3,0,0,3,medium,sales,0
0.57,0.62,141,3,0,0,5,medium,accounting,0
0.93,0.62,142,2,0,0,4,medium,IT,0
0.22,0.62,142,3,0,0,6,low,IT,0
0.66,0.62,144,3,0,0,3,low,management,0
0.89,0.62,144,2,0,0,5,low,hr,0
0.75,0.62,144,3,0,0,5,low,technical,0
0.64,0.62,145,3,1,0,4,low,sales,0
0.94,0.62,147,3,0,0,3,low,product_mng,0
0.95,0.62,150,2,0,0,4,low,management,0
0.95,0.62,150,2,0,0,4,low,management,0
0.78,0.62,150,3,0,1,4,high,management,0
0.78,0.62,150,3,0,1,4,high,management,0
0.76,0.62,150,2,1,0,3,medium,technical,0
0.82,0.62,152,6,0,0,3,low,technical,0
0.82,0.62,152,6,0,0,3,low,technical,0
0.84,0.62,152,3,0,0,4,medium,technical,0
0.81,0.62,153,4,0,0,4,low,RandD,0
0.81,0.62,153,4,0,0,4,low,RandD,0
0.56,0.62,154,2,0,0,3,low,sales,0
0.57,0.62,154,2,0,0,3,medium,sales,0
0.76,0.62,157,3,0,0,4,medium,accounting,0
0.68,0.62,158,3,0,0,3,medium,technical,0
0.34,0.62,158,2,0,0,4,medium,technical,0
0.91,0.62,158,3,1,0,4,medium,sales,0
0.14,0.62,158,4,1,0,4,low,technical,1
0.14,0.62,158,4,1,0,4,low,technical,1
0.14,0.62,158,4,1,0,4,low,technical,1
0.66,0.62,159,3,1,0,2,medium,technical,0
0.52,0.62,160,2,0,0,3,medium,hr,0
0.82,0.62,160,3,0,0,4,medium,sales,0
0.95,0.62,161,3,0,0,3,low,sales,0
0.49,0.62,161,2,0,0,4,medium,IT,0
0.49,0.62,161,2,0,0,4,medium,IT,0
0.53,0.62,162,2,0,0,4,low,sales,0
0.18,0.62,165,4,0,0,3,medium,technical,0
0.6,0.62,165,2,0,0,5,medium,sales,0
0.6,0.62,165,2,0,0,5,medium,sales,0
0.59,0.62,166,2,0,0,3,low,sales,0
0.59,0.62,166,2,0,0,3,low,sales,0
0.5,0.62,166,3,1,0,4,low,support,0
0.97,0.62,167,3,0,0,3,low,management,0
0.79,0.62,167,3,0,0,5,low,sales,0
0.79,0.62,167,3,0,0,5,low,sales,0
0.58,0.62,169,2,0,0,3,medium,sales,0
0.24,0.62,169,4,0,0,5,medium,support,0
0.91,0.62,169,4,0,0,5,medium,management,0
0.8,0.62,171,3,0,0,3,low,technical,0
0.73,0.62,171,3,0,0,3,medium,management,0
0.47,0.62,171,5,1,0,6,high,marketing,0
0.87,0.62,176,3,0,0,3,high,accounting,0
0.59,0.62,178,4,0,0,3,medium,technical,0
0.52,0.62,179,3,0,0,3,high,sales,0
0.43,0.62,180,3,0,0,2,low,RandD,0
0.22,0.62,180,3,0,0,3,low,support,0
0.22,0.62,180,3,0,0,3,low,support,0
0.73,0.62,181,3,0,0,3,low,sales,0
0.58,0.62,182,3,0,0,3,medium,technical,0
0.63,0.62,183,3,0,0,3,medium,RandD,0
0.69,0.62,183,4,0,0,4,low,support,0
0.93,0.62,184,3,0,0,3,medium,sales,0
0.63,0.62,184,4,0,0,4,medium,support,0
0.58,0.62,184,3,0,0,5,low,hr,0
0.55,0.62,184,4,0,0,5,medium,marketing,0
0.53,0.62,185,3,0,0,3,medium,marketing,0
0.51,0.62,185,3,0,0,4,low,management,0
0.51,0.62,185,3,0,0,4,low,management,0
0.96,0.62,185,3,0,0,5,low,sales,0
0.51,0.62,186,2,0,0,2,low,sales,0
0.86,0.62,186,3,0,0,4,low,product_mng,0
0.86,0.62,186,3,0,0,4,low,product_mng,0
0.73,0.62,186,4,0,0,5,low,technical,0
0.46,0.62,187,3,0,0,2,low,hr,0
0.81,0.62,187,3,0,0,3,low,technical,0
0.76,0.62,190,3,0,0,4,medium,RandD,0
0.77,0.62,190,3,0,0,5,low,RandD,0
0.8,0.62,190,4,1,0,5,medium,IT,0
0.8,0.62,190,4,1,0,5,medium,IT,0
0.61,0.62,191,3,0,0,3,low,technical,0
0.8,0.62,191,3,0,0,3,medium,support,0
0.94,0.62,191,3,0,0,4,low,support,0
0.71,0.62,192,4,0,0,4,medium,sales,0
0.61,0.62,192,2,1,0,2,low,support,0
0.96,0.62,193,4,0,0,6,medium,sales,0
0.92,0.62,196,3,0,0,4,medium,support,0
0.89,0.62,196,3,0,0,5,low,support,0
0.81,0.62,197,3,0,0,4,low,hr,0
0.76,0.62,197,3,0,0,4,low,technical,0
0.87,0.62,197,2,0,0,5,low,sales,0
0.55,0.62,197,2,0,0,5,low,technical,0
0.57,0.62,198,4,0,0,3,medium,sales,0
0.68,0.62,198,5,1,0,5,low,RandD,1
0.92,0.62,199,2,0,0,3,medium,IT,0
0.24,0.62,199,4,0,0,5,low,sales,0
0.24,0.62,199,4,0,0,5,low,sales,0
0.48,0.62,200,3,1,0,3,medium,RandD,0
0.53,0.62,201,3,0,0,4,medium,support,0
0.94,0.62,201,2,0,0,5,low,sales,0
0.81,0.62,201,3,1,0,5,medium,sales,0
0.87,0.62,202,3,0,0,4,high,sales,0
0.82,0.62,202,2,0,0,4,low,accounting,0
0.98,0.62,203,2,0,0,3,medium,accounting,0
0.59,0.62,203,4,0,0,3,medium,support,0
0.59,0.62,205,3,0,0,4,medium,technical,0
0.48,0.62,210,2,0,0,4,medium,sales,0
0.73,0.62,210,4,0,0,4,medium,technical,0
0.63,0.62,212,6,0,0,5,medium,sales,0
0.59,0.62,212,2,1,0,3,high,sales,0
0.58,0.62,213,2,0,0,3,medium,sales,0
0.46,0.62,213,3,0,0,6,low,support,1
0.46,0.62,213,3,0,0,6,low,support,1
0.66,0.62,214,2,0,0,5,medium,sales,0
0.8,0.62,216,2,0,0,4,medium,marketing,0
0.74,0.62,216,3,1,0,3,low,sales,0
0.96,0.62,217,2,0,0,4,medium,support,0
0.84,0.62,217,3,0,0,5,low,sales,0
0.73,0.62,218,3,0,0,3,medium,accounting,0
0.58,0.62,218,3,0,0,3,medium,support,0
0.77,0.62,218,2,0,0,3,medium,support,0
0.83,0.62,218,3,0,0,4,low,sales,0
0.59,0.62,219,3,0,0,3,low,sales,0
0.88,0.62,221,2,0,0,4,low,RandD,0
0.71,0.62,222,3,0,0,3,medium,RandD,0
0.9,0.62,225,2,0,0,5,medium,sales,0
0.24,0.62,225,6,0,0,6,low,sales,0
0.24,0.62,225,6,0,0,6,low,sales,0
0.55,0.62,226,3,0,0,5,medium,IT,0
0.59,0.62,227,4,1,0,4,low,technical,0
